gene1	gene2	rho	p.value	FDR	limited
977	Bmp1	Faah	0.189137470099901	0.00643799356200644	0.0424433127255716	FALSE
978	Galnt9	Dusp1	0.189031768747405	0.00647199352800647	0.0426238346767788	FALSE
979	Leng8	Mc4r	0.188522480412647	0.00663199336800663	0.0436329614742908	FALSE
980	Cpne6	Lrrtm1	0.188283622810901	0.00670799329200671	0.0440506239738159	FALSE
981	BC005764	5031439G07Rik	0.18824930418996	0.00671399328600671	0.0440506239738159	FALSE
982	Fezf2	Leng8	-0.188718782924427	0.00671599328400672	0.0440506239738159	FALSE
983	Dkk3	Serinc2	0.188098302257822	0.00676399323600676	0.0443203259746893	FALSE
984	Cnih3	Meg3	-0.188466197874305	0.00678399321600678	0.0444061994962395	FALSE
985	3110035E14Rik	2900011O08Rik	0.187889645042504	0.00682999317000683	0.0446619147289482	FALSE
986	Sparcl1	Clip3	0.187652160185595	0.0068999931000069	0.0450673774250238	FALSE
987	Bmp1	Dkk3	-0.188029665015941	0.00690599309400691	0.0450673774250238	FALSE
988	Mlc1	Frmd8	0.187572540985013	0.00691799308200692	0.0450999933615451	FALSE
989	C1qb	Adam11	-0.187921218173769	0.00694799305200695	0.0452497707259623	FALSE
990	Fxyd6	Prkar1b	0.187435266501251	0.00695799304200696	0.0452691244278453	FALSE
991	Plekhb2	Nrsn1	0.187394084156122	0.00698199301800698	0.045379431916229	FALSE
992	Pcp4	Dkk3	0.187111298719572	0.00704799295200705	0.0457161355527466	FALSE
993	Dusp1	Pim3	0.187108553229897	0.00704799295200705	0.0457161355527466	FALSE
994	Aldoc	Cpne6	-0.187212881837556	0.00715599284400716	0.0463699697266097	FALSE
995	Bmp1	Leng8	0.186516900204882	0.0072039927960072	0.0466340880392788	FALSE
996	Meg3	Crip2	-0.186954805808083	0.00721799278200722	0.0466778027197876	FALSE
997	Plekhb2	Rasl11b	0.186438653749138	0.00722999277000723	0.046708508958492	FALSE
998	Rgs11	Sez6	0.186339816120829	0.00726399273600726	0.046881139491606	FALSE
999	Slc3a2	Adam11	0.18615449556775	0.00732999267000733	0.0472597425300473	FALSE
1000	Pcp4	Dusp1	0.185988393442398	0.00738799261200739	0.0475860604139396	FALSE
1001	Flna	Eif4h	-0.186382371210795	0.0073999926000074	0.0476157366000476	FALSE
1002	Cck	Fam131a	0.185859355427661	0.00741799258200742	0.0476839223759579	FALSE
1003	Fam131a	Nfatc1	-0.186319224948265	0.00742999257000743	0.0477082149783522	FALSE
1004	Tmem145	Gap43	-0.186282160837649	0.00744399255600744	0.0477082149783522	FALSE
1005	Cnih3	Mbp	0.185794836420293	0.00744399255600744	0.0477082149783522	FALSE
1006	Cck	Rn45s	-0.186250587706384	0.00745399254600745	0.0477248170863161	FALSE
1007	Arc	Cpne9	0.185639716253642	0.00749199250800749	0.0479204803814064	FALSE
1008	Pim3	Gadd45g	0.185520287452769	0.00753599246400754	0.0481540947030482	FALSE
1009	Cck	Adam11	-0.185960938545646	0.00756799243200757	0.0483106434633902	FALSE
1010	Ephb6	Sprn	0.185388503948357	0.00757799242200758	0.048326583356585	FALSE
1011	Dkk3	2900011O08Rik	0.185318493961639	0.0075979924020076	0.0484062008519594	FALSE
1012	Mfsd10	Snap47	-0.18567540761942	0.00766199233800766	0.0487657041987227	FALSE
1013	Cplx1	Dnajc5	0.184976680497071	0.0077039922960077	0.0489846143914962	FALSE
1014	Rab26	Ephb6	0.184818814840744	0.00775399224600775	0.0492539093259723	FALSE
1015	Sparcl1	Sirt7	-0.185303393768425	0.00777599222400778	0.0493449910490976	FALSE
1016	Flna	Prkar1b	-0.185222401823005	0.0078019921980078	0.0494273493938687	FALSE
1017	BC005764	Nrsn1	-0.185201810650441	0.00780799219200781	0.0494273493938687	FALSE
1018	Mfsd10	Miat	0.184626630563477	0.00781199218800781	0.0494273493938687	FALSE
1019	Bmp1	2900011O08Rik	-0.185102973022132	0.00785199214800785	0.0496316795145423	FALSE
1020	Lamp5	BC005764	0.184402873154945	0.00790599209400791	0.049912968696238	FALSE
1021	Igfbp4	Rn45s	-0.184917652469053	0.00791199208800791	0.049912968696238	FALSE
1022	Gaa	Snap47	0.184293053567935	0.00793199206800793	0.0499901770156938	FALSE
1023	Adam11	Bin2	-0.184663694674093	0.00801999198000802	0.0504953747245666	FALSE
1024	Pcp4	Aldoc	0.184056941455864	0.00804199195800804	0.0505350928795413	FALSE
1025	Tmem145	Adam11	0.184054195966189	0.00804199195800804	0.0505350928795413	FALSE
1026	Cpne6	Ctsz	-0.184474255886502	0.00808199191800808	0.0507025007538099	FALSE
1027	3110035E14Rik	Fezf2	0.183929276185966	0.0081019918980081	0.0507025007538099	FALSE
1028	Nr4a1	Leng8	-0.184396009430757	0.0081039918960081	0.0507025007538099	FALSE
1029	Ptgds	Mlc1	0.183911430503077	0.00810599189400811	0.0507025007538099	FALSE
1030	Limk2	Sirt7	0.183903194034051	0.00810799189200811	0.0507025007538099	FALSE
1031	5031439G07Rik	Rnf187	-0.18429030807826	0.00814599185400815	0.0508414084609171	FALSE
1032	Mc4r	Gdf5	-0.18429030807826	0.00814599185400815	0.0508414084609171	FALSE
1033	Nptx2	Pim3	0.183812592874768	0.00815399184600815	0.0508420730688659	FALSE
1034	Nptx1	Napb	0.183634136045877	0.00821399178600821	0.0511666548294767	FALSE
1035	Necab3	Faah	-0.184085769097455	0.00822599177400823	0.0511918966341903	FALSE
1036	Mbp	Ccl4	0.183516079989842	0.00826199173800826	0.0513663019155514	FALSE
1037	Slc30a3	Rab26	-0.183852402475059	0.0083039916960083	0.0515776379112724	FALSE
1038	Mfsd10	Ptgds	-0.183819456598956	0.00831599168400832	0.0516024108253348	FALSE
1039	Col6a1	Mfsd10	0.183336250416113	0.00833199166800833	0.0516519329486445	FALSE
1040	Sez6	Limk2	0.183262122194882	0.00834599165400835	0.0516889733110267	FALSE
1041	Dkk3	Camk1g	-0.183625899576851	0.00838599161400839	0.0518868126665015	FALSE
1042	Ctsz	Ptgds	0.182758324839475	0.00850999149000851	0.0525891083304319	FALSE
1043	Mbp	Trim46	-0.183225058084266	0.00851799148200852	0.0525891083304319	FALSE
1044	Sparcl1	Serinc2	0.18273224268756	0.00852399147600852	0.0525891083304319	FALSE
1045	Sirt7	Gadd45g	0.182656741721491	0.00856199143800856	0.0527718114729304	FALSE
1046	Cplx1	Frmd8	0.182640268783439	0.00856999143000857	0.0527718114729304	FALSE
1047	Fezf2	Napb	0.182551040368994	0.0085959914040086	0.0528800654405452	FALSE
1048	Enpp2	Ctsz	-0.182990318717033	0.0086039913960086	0.0528800654405452	FALSE
1049	Cpne6	Trim46	0.182464557444224	0.00861599138400862	0.0529033369918012	FALSE
1050	Fos	Aamp	0.182150198876408	0.0087019912980087	0.0533805009052134	FALSE
1051	Robo3	Gap43	-0.182733615432397	0.00871599128400872	0.0534155089060896	FALSE
1052	Calb1	Slc3a2	-0.182660859956004	0.00873599126400874	0.0534871860565402	FALSE
1053	Fam163b	Nefl	0.181914086764337	0.00876799123200877	0.0536321287040536	FALSE
1054	Hpcal4	Nefl	0.181841331287943	0.00878799121200879	0.0536525605654489	FALSE
1055	Cck	Prkar1b	0.181839958543106	0.00878799121200879	0.0536525605654489	FALSE
1056	Dusp1	Ccl4	-0.182375329029778	0.00882599117400883	0.0538335313937413	FALSE
1057	Sirt7	Tubb4a	-0.182338264919162	0.00883799116200884	0.0538391642911473	FALSE
1058	Flna	Serinc2	0.181666992693566	0.00885199114800885	0.0538391642911473	FALSE
1059	Gaa	Sprn	0.181662874459053	0.00885199114800885	0.0538391642911473	FALSE
1060	Sirt7	Miat	0.18137597078799	0.00895599104400896	0.0544203191645865	FALSE
1061	Aamp	Clip3	0.181028666344072	0.00909199090800909	0.0551946403755764	FALSE
1062	Miat	Fcho1	0.18086805519807	0.00915599084400916	0.0554785861018466	FALSE
1063	Ndn	Napb	0.180865309708395	0.00915599084400916	0.0554785861018466	FALSE
1064	Fezf2	Aamp	0.180770590314599	0.00918799081200919	0.0555686466785443	FALSE
1065	Gaa	Fxyd6	0.180741762673009	0.0091999908000092	0.0555686466785443	FALSE
1066	Pim3	Napb	0.18069508934853	0.00920999079000921	0.0555686466785443	FALSE
1067	Adora1	Tmem145	0.180674498175965	0.00921199078800921	0.0555686466785443	FALSE
1068	Nptx1	Pim3	0.18067175268629	0.00921399078600921	0.0555686466785443	FALSE
1069	Sppl2b	Leng8	0.180463095470972	0.00926199073800926	0.0558058768414571	FALSE
1070	Mbp	Nefl	0.180261301979841	0.00933199066800933	0.0561750952267739	FALSE
1071	Nptx1	Tollip	0.180063626723224	0.00942399057600942	0.0566350795589503	FALSE
1072	Chst1	Fcho1	0.180051272019685	0.00942599057400943	0.0566350795589503	FALSE
1073	Robo3	Fxyd6	-0.180638806810187	0.00950599049400951	0.0570625207566778	FALSE
1074	Sprn	Tubb4a	0.17979456873505	0.00954399045600954	0.0572319725354693	FALSE
1075	Arc	Ephb6	0.179782214031511	0.00955199044800955	0.0572319725354693	FALSE
1076	Galnt9	Aamp	0.179495310360448	0.00969199030800969	0.058016830459006	FALSE
1077	Sirt7	Eng	0.179414318415029	0.00971799028200972	0.0581184544163645	FALSE
1078	Camk1g	Ncdn	0.179179579047795	0.00982599017400983	0.058709835538773	FALSE
1079	Col6a1	Sparcl1	0.179112314550752	0.00983799016200984	0.0587270571209503	FALSE
1080	3110035E14Rik	Crip2	0.179077995929812	0.00985199014800985	0.0587561745771588	FALSE
1081	Fezf2	Gadd45g	0.17903269535017	0.00987799012200988	0.0588567385530672	FALSE
1082	Robo3	Snap47	-0.17959826622327	0.00990999009000991	0.0589928337982937	FALSE
1083	Ap1b1	Rasl11b	0.178940721446049	0.00992399007600992	0.0590216251889011	FALSE
1084	Enpp2	Tubb4a	-0.179510410553662	0.00996199003800996	0.0591929684823083	FALSE
1085	Adam11	Eif4h	-0.179352544897336	0.01002998997001	0.0595228465545015	FALSE
1086	Apoe	Mbp	0.178656563264662	0.01003598996401	0.0595228465545015	FALSE
1087	Crip2	Snap47	0.178592044257293	0.0100579899420101	0.059598448221239	FALSE
1088	5031439G07Rik	Rn45s	0.178335340972658	0.0101639898360102	0.0601277690733329	FALSE
1089	Enpp2	Clip3	-0.179060150246922	0.0101659898340102	0.0601277690733329	FALSE
1090	Fxyd6	Cplx1	-0.178819919900339	0.0102459897540102	0.0604698406290605	FALSE
1091	Fcho1	Ptpn5	0.178173357081819	0.0102479897520102	0.0604698406290605	FALSE
1092	Gap43	Clip3	0.178163747867956	0.0102519897480103	0.0604698406290605	FALSE
1093	Camk1g	Chgb	-0.178635972092098	0.0103339896660103	0.0608977378213839	FALSE
1094	Mbp	3110035E14Rik	0.177941363204261	0.0103439896560103	0.0609009482398196	FALSE
1095	Ttr	Eng	0.177850762044978	0.0103759896240104	0.0609841248082249	FALSE
1096	Cpne6	Bmp1	0.177846643810465	0.0103779896220104	0.0609841248082249	FALSE
1097	Meg3	Slc3a2	0.177837034596602	0.0103919896080104	0.0609841248082249	FALSE
1098	Mbp	Napb	0.177831543617251	0.0103959896040104	0.0609841248082249	FALSE
1099	Cckbr	Trim46	0.177600922484531	0.0105099894900105	0.0615967627890425	FALSE
1100	Gadd45g	Eif4h	-0.17804020083257	0.0105639894360106	0.0618569599612219	FALSE
1101	Igfbp4	Sparcl1	0.177227535888698	0.0106539893460107	0.0623272891713484	FALSE
1102	Ranbp3	Leng8	0.177099870618799	0.0107119892880107	0.0626097304937178	FALSE
1103	Lrrtm1	Fam131a	0.177025742397567	0.0107459892540107	0.0627428549042039	FALSE
1104	Ncald	Eng	-0.177658577767711	0.0107599892400108	0.0627428549042039	FALSE
1105	Enpp2	Fezf2	-0.177639359339984	0.0107639892360108	0.0627428549042039	FALSE
1106	Col6a1	Tmem145	-0.177529539752975	0.0108159891840108	0.062988956902544	FALSE
1107	Chgb	Prkar1b	0.176598818753067	0.0109279890720109	0.0635837196141124	FALSE
1108	Gadd45g	Ptgds	-0.176882976934455	0.0110679889320111	0.0643401775370788	FALSE
1109	Nptx2	Rn45s	0.176307796847491	0.0110919889080111	0.0644215514486018	FALSE
1110	Nrsn1	Sprn	0.176248768819474	0.0111159888840111	0.0644678581940123	FALSE
1111	Foxp2	Syt6	0.176214450198533	0.0111259888740111	0.0644678581940123	FALSE
1112	Cyr61	Igfbp4	0.176197977260482	0.0111299888700111	0.0644678581940123	FALSE
1113	Enpp2	Sez6	-0.176729229512641	0.0111439888560111	0.0644908090517918	FALSE
1114	Cyb561	Ptpn5	0.176121103549575	0.0111619888380112	0.0644908090517918	FALSE
1115	Leng8	Rn45s	0.176103257866686	0.0111639888360112	0.0644908090517918	FALSE
1116	Cplx1	Fam131a	0.175895973396205	0.0112879887120113	0.0651134281721582	FALSE
1117	Bmp1	Tubb4a	-0.17642997113804	0.0112919887080113	0.0651134281721582	FALSE
1118	Slc30a3	Trim46	0.175766935381469	0.0113459886540113	0.0653308998165533	FALSE
1119	Tollip	Nrsn1	0.17574908969858	0.0113499886500114	0.0653308998165533	FALSE
1120	Necab3	Rn45s	-0.176099139632173	0.0114479885520114	0.0658361555924158	FALSE
1121	Plekhb2	Hpcal4	0.175341384481806	0.0115519884480116	0.0663749844724732	FALSE
1122	Mfsd10	2900011O08Rik	-0.175856163795914	0.0115679884320116	0.0664076769078311	FALSE
1123	5031439G07Rik	Slc3a2	0.175080562962658	0.0116579883420117	0.0668647399028469	FALSE
1124	Gaa	Lrrtm1	0.174974861610161	0.0116819883180117	0.0669427818116666	FALSE
1125	Tollip	Fam163b	0.174821114188347	0.0117499882500118	0.0672725993940673	FALSE
1126	Cckbr	Dkk3	0.174644030104294	0.0118339881660118	0.067644720287844	FALSE
1127	Galnt9	Dkk3	0.174639911869781	0.0118359881640118	0.067644720287844	FALSE
1128	Ccl4	Trim46	-0.175027025913991	0.011963988036012	0.068315644450313	FALSE
1129	Rn45s	Eng	0.174285743701675	0.011993988006012	0.0684262858695512	FALSE
1130	BC005764	Necab3	-0.174777186353544	0.0120679879320121	0.0687836606593102	FALSE
1131	Malat1	Cplx1	-0.174745613222278	0.0120779879220121	0.0687836606593102	FALSE
1132	Fxyd6	2900011O08Rik	0.174131996279861	0.0121079878920121	0.0688175290660688	FALSE
1133	Fos	Cplx1	0.174131996279861	0.0121079878920121	0.0688175290660688	FALSE
1134	Malat1	Gadd45g	0.17411552334181	0.0121159878840121	0.0688175290660688	FALSE
1135	Ndn	Plekhb2	0.174049631589604	0.0121419878580121	0.0689044438708865	FALSE
1136	Nptx2	Slc3a2	0.174011194734151	0.0121639878360122	0.0689685261018964	FALSE
1137	Gaa	Tollip	0.173897256912628	0.0122239877760122	0.0692477618868028	FALSE
1138	Rasl11b	Rn45s	-0.174407917992224	0.0122519877480123	0.0693453893540834	FALSE
1139	Camk1g	Fezf2	-0.174354380943556	0.0122699877300123	0.0693862958463644	FALSE
1140	Snhg11	Rasl11b	-0.17423083390817	0.0123279876720123	0.0696531303468697	FALSE
1141	Cyb561	Gap43	0.173709190869874	0.0123659876340124	0.0698065962757876	FALSE
1142	Rgs11	Cck	-0.17411003236246	0.0123899876100124	0.0698808320456128	FALSE
1143	Enpp2	Fam131a	0.173610353241565	0.0124139875860124	0.0699549379190778	FALSE
1144	Fezf2	Adora1	0.173569170896437	0.0124439875560124	0.0700465081194308	FALSE
1145	Col6a1	Lamp5	-0.174022176692852	0.0124519875480125	0.0700465081194308	FALSE
1146	Mfsd10	Leng8	0.173445623861051	0.0125019874980125	0.0702664061733844	FALSE
1147	Fam163b	Rasl11b	0.173386595833033	0.0125139874860125	0.0702725312967799	FALSE
1148	Pcp4	Aamp	0.173298740163425	0.0125659874340126	0.070503070611912	FALSE
1149	Malat1	Ap1b1	-0.173543088744522	0.0126899873100127	0.0710973671635024	FALSE
1150	Pcp4	Tollip	0.17306537354103	0.0126939873060127	0.0710973671635024	FALSE
1151	Ephb6	Plekhb2	0.172966535912721	0.0127519872480128	0.0713601649560818	FALSE
1152	Calb1	Chgb	-0.173172447638364	0.0128759871240129	0.0719915217584782	FALSE
1153	Cck	Ptgds	0.172663159303607	0.0129199870800129	0.072174880123472	FALSE
1154	Chgb	Eif4h	0.172617858723965	0.0129439870560129	0.0722462917051814	FALSE
1155	Ncald	Leng8	-0.172877307498276	0.013029986970013	0.0726633299340727	FALSE
1156	Aldoc	Cplx1	0.172432538170886	0.0130639869360131	0.0727899133692562	FALSE
1157	Meg3	Ptgds	-0.172745523993864	0.0130919869080131	0.072882876123174	FALSE
1158	Arc	Cpne6	-0.172694732434872	0.0131199868800131	0.0729756783196585	FALSE
1159	Dkk3	Hpcal4	0.172300754666474	0.0131359868640131	0.0730016319164009	FALSE
1160	Fam163b	Chgb	0.17227467251456	0.0131559868440132	0.0730423093866312	FALSE
1161	Nr4a1	Nrsn1	-0.172638449896529	0.0131659868340132	0.0730423093866312	FALSE
1162	Rgs11	Aamp	-0.172427047191536	0.0132839867160133	0.0736335270549411	FALSE
1163	Ephb6	Sez6	0.172044051381839	0.0132959867040133	0.0736366727089851	FALSE
1164	5031439G07Rik	Pigq	0.17196305943642	0.0133279866720133	0.0736602399644387	FALSE
1165	Faah	Mc4r	0.171949331988043	0.0133359866640133	0.0736602399644387	FALSE
1166	Sez6	Pigq	0.171921877091291	0.0133459866540133	0.0736602399644387	FALSE
1167	Tmem145	Rasl11b	0.171921877091291	0.0133459866540133	0.0736602399644387	FALSE
1168	Cyr61	Leng8	-0.172249963107483	0.0134159865840134	0.0739831931400945	FALSE
1169	Galnt9	Fcho1	-0.172142889010148	0.0134659865340135	0.0741953971476311	FALSE
1170	Pcp4	Leng8	-0.171927368070641	0.0135859864140136	0.0747925970022748	FALSE
1171	Robo3	Galnt9	-0.171803821035256	0.0136639863360137	0.0751375972173516	FALSE
1172	Arc	Necab3	0.171313751128225	0.0136719863280137	0.0751375972173516	FALSE
1173	Lrrtm1	Necab3	-0.171717338110486	0.0137099862900137	0.0752822009326328	FALSE
1174	Cpne6	Clip3	-0.171672037530844	0.0137379862620137	0.0753294753088226	FALSE
1175	BC005764	Leng8	0.171181967623813	0.0137419862580137	0.0753294753088226	FALSE
1176	2900011O08Rik	Slc3a2	-0.171537508536757	0.0138059861940138	0.0756159498942542	FALSE
1177	Pcp4	Frmd8	0.170988410601708	0.0138319861680138	0.0756939871777206	FALSE
1178	3110035E14Rik	Cck	0.170943110022067	0.0138599861400139	0.0757294764333734	FALSE
1179	Gaa	Dnajc5	0.170936246297879	0.0138619861380139	0.0757294764333734	FALSE
1180	Flna	Snap47	-0.171389252094294	0.0139059860940139	0.0758739224325975	FALSE
1181	Slc3a2	Foxp2	0.170868981800835	0.0139119860880139	0.0758739224325975	FALSE
1182	Arc	Sppl2b	0.170798971814117	0.0139279860720139	0.0758763197280759	FALSE
1183	Ctsz	Fam131a	-0.171342578769815	0.0139359860640139	0.0758763197280759	FALSE
1184	5031439G07Rik	Miat	0.170674052033893	0.013991986008014	0.0761168765858261	FALSE
1185	Mbp	Chst1	-0.171153139982223	0.014049985950014	0.0763035071703545	FALSE
1186	5031439G07Rik	Prkar1b	-0.17114902174771	0.014049985950014	0.0763035071703545	FALSE
1187	Ndn	Lrrtm1	0.170359693466078	0.0141779858220142	0.0769337882726144	FALSE
1188	Fcho1	Bin2	-0.170777007896715	0.0142539857460143	0.0772810792845773	FALSE
1189	Leng8	Nfatc1	0.170072789795015	0.0143379856620143	0.0776711233381281	FALSE
1190	Cyb561	Fcho1	-0.170553250488182	0.0143939856060144	0.077897624873156	FALSE
1191	Rgs11	Mlc1	-0.17053128657078	0.0144039855960144	0.077897624873156	FALSE
1192	Slc3a2	Tubb4a	-0.170503831674028	0.0144219855780144	0.0779295378422742	FALSE
1193	Nr4a1	Ttr	0.169843541407132	0.0144779855220145	0.0781665588828963	FALSE
1194	Plekhb2	Adora1	0.169741958289148	0.0145359854640145	0.078380693167424	FALSE
1195	Mfsd10	Faah	0.169732349075285	0.0145419854580145	0.078380693167424	FALSE
1196	Fam163b	Fezf2	0.169560755970582	0.0146359853640146	0.0787770640800788	FALSE
1197	Fxyd6	Sprn	0.169541537542855	0.0146399853600146	0.0787770640800788	FALSE
1198	Cplx1	Sirt7	-0.170089262733066	0.0146659853340147	0.0788510947716097	FALSE
1199	Sparcl1	Plekhb2	0.169459172852598	0.0146999853000147	0.0789624048281189	FALSE
1200	3110035E14Rik	Adam11	-0.170008270787647	0.0147119852880147	0.0789624048281189	FALSE
1201	BC005764	Rnf187	-0.169978070401219	0.0147359852640147	0.0789624048281189	FALSE
1202	Cyr61	Prkar1b	-0.169967088442518	0.0147379852620147	0.0789624048281189	FALSE
1203	Gaa	Nptx2	0.169358962479452	0.0147479852520147	0.0789624048281189	FALSE
1204	5031439G07Rik	Chgb	-0.169836677682944	0.0148099851900148	0.0792285005057188	FALSE
1205	Crip2	Prkar1b	0.169166778202185	0.0148659851340149	0.0794620831935185	FALSE
1206	Apoe	Rab26	-0.169700775944019	0.0148839851160149	0.0794923284678705	FALSE
1207	Fos	Fam131a	0.169006167056183	0.0149439850560149	0.0796553947247706	FALSE
1208	Lrrtm1	Prkar1b	0.168977339414593	0.0149479850520149	0.0796553947247706	FALSE
1209	Csdc2	Snhg11	0.168955375497191	0.014955985044015	0.0796553947247706	FALSE
1210	2900011O08Rik	Trim46	-0.169570365184446	0.014963985036015	0.0796553947247706	FALSE
1211	Ranbp3	Adam11	0.168846928655019	0.015041984958015	0.0800044798633979	FALSE
1212	Slc30a3	Bmp1	0.168785155137326	0.0150639849360151	0.0800212472664691	FALSE
1213	Mbp	Rnf187	0.168775545923463	0.0150699849300151	0.0800212472664691	FALSE
1214	Crip2	Tubb4a	0.168657489867427	0.0151559848440152	0.0804116131633456	FALSE
1215	Gadd45g	Prkar1b	-0.169309543665297	0.0151699848300152	0.0804196479754138	FALSE
1216	Col6a1	BC005764	-0.169179132905723	0.0152519847480153	0.0807878567121433	FALSE
1217	Nrsn1	Fcho1	-0.169129714091569	0.0152759847240153	0.0808484943363865	FALSE
1218	Rgs11	Serinc2	0.168420005010519	0.0152999847000153	0.0809090323914602	FALSE
1219	Pcp4	Cyr61	0.168311558168347	0.0153679846320154	0.0812019598152674	FALSE
1220	Ephb6	Necab3	0.168252530140329	0.0153919846080154	0.0812621089018255	FALSE
1221	Tollip	3110035E14Rik	0.168139965063644	0.0154339845660154	0.0814171126860814	FALSE
1222	Robo3	Necab3	0.167931307848325	0.0155739844260156	0.0820884072732948	FALSE
1223	Tmem145	Trim46	0.167891498248034	0.0155879844120156	0.0820950184773446	FALSE
1224	Rgs11	Pigq	0.167820115516478	0.0156419843580156	0.0823121088643617	FALSE
1225	Cyr61	Dkk3	0.167792660619726	0.0156599843400157	0.0823395584767681	FALSE
1226	Fezf2	Cck	-0.16855178851493	0.0156739843260157	0.0823459486491574	FALSE
1227	Nptx1	Sez6	0.167708923184631	0.0157059842940157	0.0824111488592094	FALSE
1228	Gadd45g	Tubb4a	-0.168481778528212	0.0157119842880157	0.0824111488592094	FALSE
1229	Cpne6	Tubb4a	-0.168452950886622	0.0157339842660157	0.0824593919100141	FALSE
1230	3110035E14Rik	Rnf187	0.167301217967857	0.0159479840520159	0.0835129799016543	FALSE
1231	Trim46	Atg9a	0.167265526602079	0.015973984026016	0.0835811788071234	FALSE
1232	Fos	Gdf5	0.16713786133218	0.0160559839440161	0.0839420394345839	FALSE
1233	5031439G07Rik	Ncdn	-0.167835215709692	0.0161039838960161	0.0841087278847891	FALSE
1234	3110035E14Rik	Fam131a	0.167060987621273	0.0161139838860161	0.0841087278847891	FALSE
1235	Mbp	Fezf2	0.167037650959034	0.0161319838680161	0.0841345004808841	FALSE
1236	Slc3a2	Snap47	-0.16770343220528	0.0162039837960162	0.0844416340049679	FALSE
1237	Tollip	Akna	-0.167594985363108	0.0162739837260163	0.0847378570568074	FALSE
1238	Limk2	Trim46	0.166697210239304	0.0163259836740163	0.0849399522167522	FALSE
1239	Cck	Ncdn	0.166645045935474	0.0163639836360164	0.0850626697760399	FALSE
1240	Cyr61	Ptpn5	-0.167460456369021	0.0163759836240164	0.0850626697760399	FALSE
1241	5031439G07Rik	Nrsn1	-0.167419274023893	0.0164039835960164	0.0851394507187282	FALSE
1242	Camk1g	Chst1	0.166559935755542	0.0164239835760164	0.0851746201393895	FALSE
1243	Fam163b	Plekhb2	0.166546208307165	0.0164399835600164	0.0851890057200852	FALSE
1244	Arc	Crip2	-0.167121388394129	0.0165559834440166	0.0857211329283847	FALSE
1245	Ptgds	Tubb4a	0.166325196388308	0.0166019833980166	0.0858902610976907	FALSE
1246	Cpne6	Csdc2	-0.166903121964947	0.0167199832800167	0.0864166635833364	FALSE
1247	Nr4a1	Clip3	-0.166863312364656	0.0167399832600167	0.0864166635833364	FALSE
1248	Cpne6	Nptx1	-0.166859194130143	0.0167439832560167	0.0864166635833364	FALSE
1249	Dusp1	Gap43	0.166094575255588	0.0167659832340168	0.0864609271499616	FALSE
1250	3110035E14Rik	Prkar1b	0.165988873903091	0.0168419831580168	0.0867833708166292	FALSE
1251	Fezf2	Pigq	0.165964164496014	0.0168599831400169	0.0868066757832523	FALSE
1252	Ephb6	Prkar1b	0.165858463143517	0.0169259830740169	0.0870279496839418	FALSE
1253	Galnt9	Fos	0.165846108439978	0.0169299830700169	0.0870279496839418	FALSE
1254	2900011O08Rik	Crip2	0.165782962177448	0.016989983010017	0.0872667309150873	FALSE
1255	Cplx1	Eif4h	0.165656669652387	0.0170959829040171	0.0877240866023793	FALSE
1256	Ndn	Aamp	0.165611369072745	0.0171379828620171	0.0877240866023793	FALSE
1257	Ephb6	Cd6	0.165599014369207	0.0171519828480172	0.0877240866023793	FALSE
1258	Cck	Snhg11	-0.166259304636103	0.0171559828440172	0.0877240866023793	FALSE
1259	Cyb561	Eif4h	0.165590777900181	0.0171579828420172	0.0877240866023793	FALSE
1260	Bmp1	3110035E14Rik	-0.16622635876	0.0171679828320172	0.0877240866023793	FALSE
1261	Pcp4	Foxp2	0.165542731830864	0.0171839828160172	0.0877240866023793	FALSE
1262	Galnt9	Ndn	0.165524886147975	0.0171879828120172	0.0877240866023793	FALSE
1263	Calb1	Prkar1b	0.165480958313171	0.0172159827840172	0.0877974228914132	FALSE
1264	Fam163b	3110035E14Rik	0.165452130671581	0.0172359827640172	0.087829877359996	FALSE
1265	5031439G07Rik	Rasl11b	-0.166073984083024	0.0172899827100173	0.0880353981306098	FALSE
1266	Ndn	Chgb	0.165233864242399	0.0173999826000174	0.0884061923509054	FALSE
1267	Pcp4	Chgb	0.165232491497562	0.0173999826000174	0.0884061923509054	FALSE
1268	Cyb561	Dkk3	0.165220136794023	0.0174039825960174	0.0884061923509054	FALSE
1269	Cpne9	Csdc2	0.165096589758637	0.0174679825320175	0.0886613676034078	FALSE
1270	Arc	Malat1	0.164872832350105	0.0176359823640176	0.0894435924461713	FALSE
1271	Napb	Crip2	0.164643583962222	0.0177779822220178	0.0900928272950563	FALSE
1272	C1qb	Mlc1	0.164602401617093	0.0178099821900178	0.0901840371744534	FALSE
1273	Adam11	Eng	0.164551610058101	0.0178419821580178	0.090275103754747	FALSE
1274	Cyb561	Rnf187	0.164456890664305	0.0179059820940179	0.0905278105710905	FALSE
1275	Galnt9	Snap47	0.164355307546322	0.017969982030018	0.0907801209845849	FALSE
1276	5031439G07Rik	Mc4r	0.164201560124508	0.0180719819280181	0.0912238523498154	FALSE
1277	Ccl4	Rn45s	0.164168614248405	0.0180939819060181	0.0912633809370889	FALSE
1278	Ephb6	Rnf187	0.164134295627464	0.0181319818680181	0.0913825403610093	FALSE
1279	Pcp4	Ccl4	0.164119195434251	0.0181459818540181	0.0913825403610093	FALSE
1280	Mbp	Bin2	0.164087622302985	0.0181739818260182	0.0914520444854555	FALSE
